chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
2,2,16,4,2,0,0,0,0,"(0, 1, 2, 4, 3)",hpclab62.idi.ntnu.no,9111.824644,"[9116.42945, 9107.256067, 9111.824644, 9108.932473, 9113.818448, 1608.884434, 1608.777404, 1616.817599, 1618.511004, 1617.755287, 9116.431729, 9117.780466, 9118.849032, 9117.440267, 9118.877552, 1609.820062, 1614.987624, 1618.371755, 1619.796231, 1618.606564, 9116.27094, 9116.42668, 9117.492916, 9117.308287, 9116.780829]",1704593023652,True,197.76246299999912
16,128,8,16,6,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab62.idi.ntnu.no,295.22816,"[319.833787, 321.181642, 323.011047, 325.611619, 320.440314, 294.607672, 293.558274, 293.495604, 293.203986, 297.226303, 325.627839, 316.951524, 318.173182, 319.462198, 316.860195, 296.617566, 295.273709, 295.13361, 295.223329, 295.22816, 295.30352, 296.089008, 294.208253, 294.048133, 294.090853]",1704593041945,True,6.809188000001086
256,4,16,2,14,0,0,0,0,"(1, 0, 2, 4, 3)",hpclab62.idi.ntnu.no,2.618303,"[60.668228, 63.829141, 65.349216, 60.38874, 60.54452, 2.618303, 2.618992, 2.575014, 2.638583, 2.581654, 60.41894, 60.432688, 60.28488, 60.755019, 60.339478, 3.084013, 2.615823, 2.577554, 2.647543, 2.557284, 2.525044, 2.584204, 2.501373, 2.555424, 2.466484]",1704593053223,True,0.10537199999998847
64,64,2,32,10,0,0,0,0,"(1, 4, 2, 0, 3)",hpclab62.idi.ntnu.no,2.525044,"[2.525044, 2.584204, 2.501373, 2.555424, 2.466484, 2.525044, 2.584204, 2.501373, 2.555424, 2.466484, 2.525044, 2.584204, 2.501373, 2.555424, 2.466484, 2.525044, 2.584204, 2.501373, 2.555424, 2.466484, 2.525044, 2.584204, 2.501373, 2.555424, 2.466484]",1704593063414,False,0.0919899999989866
32,32,16,1,14,0,0,0,0,"(0, 1, 4, 2, 3)",hpclab62.idi.ntnu.no,36.56068,"[36.483589, 36.544728, 36.56068, 36.561918, 36.616669, 485.407447, 480.52999, 481.600236, 486.551305, 485.238587, 479.108682, 477.523687, 487.033534, 485.526836, 481.213458, 37.103568, 36.32207, 36.433249, 36.358529, 36.357649, 36.352049, 36.334879, 36.28381, 36.365229, 36.377041]",1704593079465,True,1.5097939999996015
128,4,8,2,6,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,36.352049,"[36.352049, 36.334879, 36.28381, 36.365229, 36.377041, 36.352049, 36.334879, 36.28381, 36.365229, 36.377041, 36.352049, 36.334879, 36.28381, 36.365229, 36.377041, 36.352049, 36.334879, 36.28381, 36.365229, 36.377041, 36.352049, 36.334879, 36.28381, 36.365229, 36.377041]",1704593089632,False,1.5097939999996015
2,128,16,8,14,0,0,0,0,"(1, 0, 4, 3, 2)",hpclab62.idi.ntnu.no,52.0628,"[8069.221338, 8333.155348, 8641.462846, 8490.866123, 8463.642301, 52.828828, 53.052997, 53.012718, 52.09572, 50.768522, 51.246762, 51.268232, 51.281811, 51.254812, 51.265262, 52.185199, 51.976961, 52.14978, 52.0628, 51.118011, 51.367172, 51.285622, 51.45807, 51.479742, 51.368662]",1704593143359,True,2.251105000001189
8,4,128,8,4,0,0,0,0,"(4, 0, 2, 3, 1)",hpclab62.idi.ntnu.no,54.509964,"[53.719306, 54.724052, 54.482504, 54.509964, 54.686934, 268.35174, 268.57679, 268.534388, 268.52801, 268.542309, 268.41056, 268.5214, 268.504548, 268.508289, 268.50135, 53.750997, 53.820926, 54.740074, 53.842854, 54.512994, 53.689046, 53.702304, 53.708717, 53.840046, 53.666177]",1704593157506,True,1.3500739999999496
64,64,256,8,14,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab63.idi.ntnu.no,1302.993715,"[1323.421484, 1322.077685, 1323.893483, 1325.421647, 1322.126464, 1303.988501, 1302.667289, 1302.993715, 1302.42104, 1307.58922, 1308.066304, 1310.335685, 1308.026855, 1307.719987, 1307.60977, 1297.704106, 1299.954171, 1299.939529, 1299.063072, 1299.562576, 1298.189512, 1299.797683, 1297.789856, 1299.161021, 1298.493766]",1704592728261,True,29.40781099999731
64,32,4,32,16,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab63.idi.ntnu.no,34.537085,"[34.410598, 34.551686, 34.541407, 34.539017, 34.535896, 34.407338, 34.553996, 34.539766, 34.534785, 34.541216, 11.967726, 11.838108, 11.807329, 11.819197, 11.808368, 12.128375, 12.235524, 12.229473, 12.227233, 12.227824, 34.397688, 34.555336, 34.539866, 34.537085, 34.534916]",1704592739552,True,0.7328870000019378
256,32,8,8,14,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab63.idi.ntnu.no,8.820714,"[8.677336, 8.830994, 8.835604, 8.822554, 8.818534, 8.683326, 8.839194, 8.839194, 8.820714, 8.818174, 8.676646, 8.836374, 8.833724, 8.826414, 8.840654, 2.763857, 2.941765, 2.929235, 2.920165, 2.943055, 2.781297, 2.945165, 2.925775, 2.940305, 2.952884]",1704592750396,True,0.19818599999780417
16,2,16,16,12,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,2.940305,"[2.781297, 2.945165, 2.925775, 2.940305, 2.952884, 2.781297, 2.945165, 2.925775, 2.940305, 2.952884, 2.781297, 2.945165, 2.925775, 2.940305, 2.952884, 2.781297, 2.945165, 2.925775, 2.940305, 2.952884, 2.781297, 2.945165, 2.925775, 2.940305, 2.952884]",1704592760568,False,0.07241399999838904
256,32,16,32,10,0,0,0,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,1.204156,"[72.560871, 78.381852, 81.169887, 81.193946, 81.167427, 1.082737, 1.216815, 1.201505, 1.208335, 1.201405, 1.111587, 1.216156, 1.203986, 1.204156, 1.204655, 1.090327, 1.220076, 1.202906, 1.201286, 1.213415, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845]",1704592772073,True,0.03965600000083214
128,128,4,16,14,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,82.075078,"[73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845]",1704592782246,False,2.0857230000001437
4,256,64,32,16,0,0,0,0,"(1, 0, 3, 4, 2)",hpclab63.idi.ntnu.no,82.075078,"[73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845, 73.226784, 82.105256, 82.072966, 82.075078, 82.128845]",1704592792451,False,2.0857230000001437
8,32,2,4,14,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab63.idi.ntnu.no,460.232188,"[548.340061, 547.720668, 547.674958, 547.730537, 547.53617, 548.885224, 547.957565, 547.831537, 547.939726, 547.785767, 462.085636, 459.923332, 460.232188, 461.240725, 460.087569, 461.289965, 459.752994, 459.576785, 460.08206, 459.379239, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793]",1704592815486,True,11.126713000001473
16,32,4,8,14,0,0,0,0,"(4, 3, 2, 1, 0)",hpclab63.idi.ntnu.no,459.759254,"[461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793]",1704592825677,False,11.113454000002093
16,32,8,4,4,0,0,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,459.759254,"[461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793, 461.132458, 459.759254, 459.931933, 459.525387, 459.23793]",1704592835842,False,11.113454000002093
128,2,2,1,6,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab19.idi.ntnu.no,135.399274,"[135.219185, 135.399274, 135.406133, 135.403574, 135.391374, 135.219185, 135.399274, 135.406133, 135.403574, 135.391374, 135.219185, 135.399274, 135.406133, 135.403574, 135.391374, 135.219185, 135.399274, 135.406133, 135.403574, 135.391374, 135.219185, 135.399274, 135.406133, 135.403574, 135.391374]",1704593167721,False,2.9024530000006052
4,256,4,32,4,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab19.idi.ntnu.no,97.286994,"[96.802914, 96.107123, 95.943553, 97.856066, 96.040953, 96.245033, 97.806135, 95.758033, 97.584535, 95.698393, 536.217676, 536.646727, 536.510537, 536.473636, 536.439776, 536.238976, 536.515338, 536.483206, 536.446076, 536.449526, 96.930114, 97.526865, 97.286994, 97.238315, 97.335605]",1704593185221,True,2.327989000001253
4,256,4,16,6,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab19.idi.ntnu.no,97.286994,"[96.930114, 97.526865, 97.286994, 97.238315, 97.335605, 96.930114, 97.526865, 97.286994, 97.238315, 97.335605, 96.930114, 97.526865, 97.286994, 97.238315, 97.335605, 96.930114, 97.526865, 97.286994, 97.238315, 97.335605, 96.930114, 97.526865, 97.286994, 97.238315, 97.335605]",1704593195403,False,2.327989000001253
2,256,2,2,4,0,0,0,0,"(4, 0, 3, 2, 1)",hpclab19.idi.ntnu.no,1072.287501,"[1731.536462, 1731.72217, 1730.768379, 1731.74228, 1731.611252, 1731.52715, 1731.91393, 1731.687671, 1731.841001, 1731.67466, 1071.958613, 1072.349791, 1072.194123, 1072.287501, 1072.339313, 1071.967541, 1072.250052, 1072.208531, 1072.222382, 1072.198302, 1071.923543, 1072.299181, 1072.190923, 1072.217532, 1072.193102]",1704593239462,True,23.104105999998865
256,4,16,16,14,0,0,0,0,"(4, 2, 3, 1, 0)",hpclab19.idi.ntnu.no,1072.193102,"[1071.923543, 1072.299181, 1072.190923, 1072.217532, 1072.193102, 1071.923543, 1072.299181, 1072.190923, 1072.217532, 1072.193102, 1071.923543, 1072.299181, 1072.190923, 1072.217532, 1072.193102, 1071.923543, 1072.299181, 1072.190923, 1072.217532, 1072.193102, 1071.923543, 1072.299181, 1072.190923, 1072.217532, 1072.193102]",1704593249647,False,22.8787450000018
32,2,4,1,8,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab19.idi.ntnu.no,125.237384,"[124.536904, 124.982995, 125.290444, 125.240496, 125.215893, 124.458315, 125.127823, 125.340376, 125.237384, 125.680336, 125.641814, 126.211367, 126.222134, 126.331367, 126.269205, 124.474715, 125.120133, 125.146896, 125.636074, 125.489966, 125.650894, 126.128547, 126.317935, 126.409707, 126.461235]",1704593263453,True,2.911562999997841
256,16,2,2,16,0,0,0,0,"(0, 1, 4, 3, 2)",hpclab19.idi.ntnu.no,1.301631,"[1.407652, 1.513902, 1.301631, 1.271342, 1.274331, 1.107191, 1.317642, 1.303481, 1.270301, 1.267671, 54.376798, 54.623689, 54.731518, 54.63418, 54.601599, 1.120601, 1.301152, 1.263271, 1.264962, 1.250651, 1.104721, 1.723241, 1.483261, 1.495232, 1.284591]",1704593274514,True,0.0486270000001241
16,64,2,32,14,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab19.idi.ntnu.no,135.433424,"[135.159625, 135.454996, 135.434265, 135.740006, 135.552886, 57.459162, 57.453681, 57.364562, 57.451552, 57.349612, 135.146675, 135.480656, 135.433336, 135.433424, 135.460926, 57.220361, 57.385952, 57.305252, 57.313631, 57.364042, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756]",1704593287775,True,2.8918789999988803
128,16,4,1,10,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab19.idi.ntnu.no,135.440875,"[135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756]",1704593297966,False,2.8918789999988803
8,2,32,4,14,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,135.440875,"[135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756, 135.199495, 135.473116, 135.440875, 135.443126, 135.428756]",1704593308132,False,2.8918789999988803
2,8,4,32,10,0,0,0,0,"(1, 4, 0, 2, 3)",hpclab61.idi.ntnu.no,210.439578,"[10509.913925, 207.384476, 209.183376, 209.456668, 208.178785, 208.853227, 208.505697, 209.795947, 213.389513, 210.439578, 210.64574, 10036.898346, 206.184032, 207.821667, 210.469788, 208.014436, 209.005368]",1704593191871,True,8.450673999999708
32,256,32,1,14,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab61.idi.ntnu.no,116.719605,"[68.696654, 68.738344, 68.745275, 68.733015, 68.729175, 116.696915, 116.687247, 116.707418, 116.645376, 116.721847, 116.730627, 116.715658, 116.719605, 116.734808, 116.716387, 116.774316, 116.747107, 116.709497, 116.720067, 116.729225, 116.706607, 116.726637, 116.735317, 116.749006, 116.726118]",1704593205206,True,2.805184000004374
32,4,32,4,16,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab61.idi.ntnu.no,12.334843,"[12.299052, 12.298995, 12.316402, 12.334565, 12.418972, 12.323634, 12.303383, 12.328653, 12.333794, 12.311323, 68.701944, 68.741585, 68.747404, 68.745864, 68.729575, 68.690115, 68.744834, 68.743445, 68.740154, 68.742765, 12.340304, 12.334843, 12.323003, 12.337314, 12.276343]",1704593216734,True,0.33166300000448246
128,8,16,1,12,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab61.idi.ntnu.no,10.805983,"[10.67259, 10.712502, 10.699021, 10.784712, 10.80591, 10.581571, 10.769363, 10.73121, 10.790383, 10.869111, 17.726718, 17.807739, 17.80874, 17.810589, 17.808689, 17.71446, 17.779559, 17.815569, 17.820049, 17.829149, 10.674951, 10.805983, 10.870771, 10.832882, 10.666131]",1704593227784,True,0.2875369999965187
128,4,64,2,12,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,11.047751,"[11.541982, 10.987713, 10.960201, 10.816622, 10.848341, 10.815772, 11.115612, 10.986481, 11.091223, 11.041712, 10.932081, 11.069993, 10.778122, 11.057262, 11.047751, 123.322824, 125.223917, 127.582028, 127.540448, 125.974677, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347]",1704593239804,True,0.38834700000006706
128,64,256,16,6,0,0,0,0,"(1, 4, 3, 2, 0)",hpclab61.idi.ntnu.no,126.011486,"[125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347]",1704593249998,False,3.5396880000043893
64,64,2,2,8,0,0,0,0,"(4, 1, 2, 0, 3)",hpclab61.idi.ntnu.no,126.011486,"[125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347, 125.969046, 126.011486, 126.016227, 127.121437, 125.836347]",1704593260179,False,3.5396880000043893
8,16,256,32,16,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,372.133392,"[363.650844, 369.244761, 368.878188, 365.261608, 370.54236, 1809.08343, 1807.271428, 1816.355068, 1807.42735, 1809.91013, 372.004302, 373.674726, 372.133392, 375.773857, 364.694095, 375.080877, 377.137588, 375.577108, 366.752996, 374.290847, 375.922998, 368.015627, 374.603067, 369.769051, 366.127396]",1704593287241,True,14.139039000001503
4,8,8,16,4,0,0,0,0,"(4, 3, 0, 2, 1)",hpclab61.idi.ntnu.no,162.244816,"[162.386225, 162.313975, 162.311687, 162.407275, 162.218176, 536.005321, 536.081351, 536.07682, 536.07455, 536.072391, 162.875116, 162.309146, 161.987066, 161.974185, 161.918916, 162.026826, 162.230635, 162.040266, 161.959365, 162.017645, 162.286396, 162.297067, 162.237135, 162.244816, 162.140976]",1704593303822,True,4.307699999997567
2,128,2,32,2,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab61.idi.ntnu.no,162.244816,"[162.286396, 162.297067, 162.237135, 162.244816, 162.140976, 162.286396, 162.297067, 162.237135, 162.244816, 162.140976, 162.286396, 162.297067, 162.237135, 162.244816, 162.140976, 162.286396, 162.297067, 162.237135, 162.244816, 162.140976, 162.286396, 162.297067, 162.237135, 162.244816, 162.140976]",1704593314012,False,4.287802999999258
64,256,64,16,16,0,0,0,0,"(1, 0, 4, 2, 3)",hpclab62.idi.ntnu.no,231.253691,"[232.43688, 233.306876, 230.364006, 231.308061, 231.162754, 41.138527, 42.498174, 42.439103, 42.701664, 42.340853, 231.065654, 231.253691, 231.088223, 231.390331, 231.385663, 233.076336, 233.089299, 230.464863, 233.532447, 233.636947, 47.627891, 47.636371, 47.50796, 47.435802, 47.302202]",1704593172115,True,6.520673999999417
16,256,128,16,10,0,0,0,0,"(1, 4, 3, 2, 0)",hpclab62.idi.ntnu.no,47.50796,"[47.627891, 47.636371, 47.50796, 47.435802, 47.302202, 47.627891, 47.636371, 47.50796, 47.435802, 47.302202, 47.627891, 47.636371, 47.50796, 47.435802, 47.302202, 47.627891, 47.636371, 47.50796, 47.435802, 47.302202, 47.627891, 47.636371, 47.50796, 47.435802, 47.302202]",1704593182309,False,1.8285949999990407
64,2,16,4,8,0,0,0,0,"(1, 4, 3, 0, 2)",hpclab62.idi.ntnu.no,389.316248,"[348.02563, 389.704037, 389.391767, 389.795727, 389.478215, 389.256728, 389.371997, 389.267136, 389.155108, 388.982269, 389.722414, 389.428158, 388.995959, 389.565887, 389.978704, 16.023361, 15.42532, 15.540822, 15.559742, 15.401601, 369.915016, 389.316248, 389.808196, 388.913169, 389.579275]",1704593200784,True,10.14040599999862
32,128,2,4,16,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,5.099327,"[315.350741, 313.563977, 313.978844, 313.728247, 313.404746, 313.300947, 313.455637, 313.610015, 313.507568, 313.584445, 5.199067, 5.139837, 5.087848, 5.091268, 5.099327, 4.967458, 5.121717, 5.100738, 5.092706, 5.092947, 4.915547, 5.107677, 5.095107, 5.095618, 5.088578]",1704593214592,True,0.23549199999979464
128,32,16,16,2,0,0,0,0,"(0, 4, 1, 2, 3)",hpclab62.idi.ntnu.no,108.417588,"[108.722767, 108.51573, 108.465148, 108.50828, 108.482138, 108.428378, 108.34698, 108.276999, 108.322769, 108.30629, 108.616448, 108.5532, 108.298929, 108.415908, 108.39888, 108.494378, 108.400369, 108.24584, 108.417588, 108.44574, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109]",1704593227982,True,2.4870389999996405
8,32,256,16,2,0,0,0,0,"(1, 4, 3, 2, 0)",hpclab62.idi.ntnu.no,108.493109,"[108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109]",1704593238176,False,2.4921199999989767
8,16,16,1,10,0,0,0,0,"(1, 4, 2, 3, 0)",hpclab62.idi.ntnu.no,108.493109,"[108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109, 108.644389, 108.310599, 108.44228, 108.528548, 108.493109]",1704593248359,False,2.4921199999989767
32,64,8,8,6,0,0,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,69.469156,"[69.250866, 69.489158, 69.469156, 69.466906, 69.472987, 69.231488, 69.491925, 69.477706, 69.489067, 69.476886, 20.514378, 20.784388, 20.654218, 20.703209, 20.719937, 69.236077, 69.485477, 69.480986, 69.476306, 69.471447, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267]",1704593260296,True,1.464691999999559
8,8,64,8,14,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab62.idi.ntnu.no,20.705298,"[20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267]",1704593270483,False,0.48334299999987707
128,16,256,4,14,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab62.idi.ntnu.no,20.705298,"[20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267, 20.457978, 20.807678, 20.705298, 20.734289, 20.674267]",1704593280668,False,0.48334299999987707
64,32,4,16,16,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab63.idi.ntnu.no,34.676457,"[34.43567, 34.699139, 34.676457, 34.681448, 34.676247, 34.435361, 34.697287, 34.695697, 34.684108, 34.676817, 12.632408, 12.817018, 12.803097, 12.800038, 12.810508, 12.607131, 12.818517, 12.810258, 12.821566, 12.803059, 34.43287, 34.697677, 34.696278, 34.692066, 34.678039]",1704593168843,True,0.7647309999993013
128,64,64,16,6,0,0,0,0,"(4, 0, 3, 2, 1)",hpclab63.idi.ntnu.no,17.50904,"[17.248136, 17.535042, 17.50904, 17.509222, 17.505732, 7.46518, 7.719379, 7.691578, 7.694339, 7.68416, 17.261655, 17.552072, 17.517952, 17.511762, 17.506171, 17.248186, 17.531262, 17.507862, 17.512163, 17.50822, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571]",1704593179881,True,0.3849129999980505
128,64,32,16,4,0,0,0,0,"(1, 4, 3, 2, 0)",hpclab63.idi.ntnu.no,17.511262,"[17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571]",1704593190067,False,0.3849129999980505
4,8,16,32,12,0,0,0,0,"(1, 4, 2, 3, 0)",hpclab63.idi.ntnu.no,17.511262,"[17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571]",1704593200249,False,0.3849129999980505
4,2,4,32,2,0,0,0,0,"(4, 1, 2, 3, 0)",hpclab63.idi.ntnu.no,17.511262,"[17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571, 17.246466, 17.529612, 17.511262, 17.513751, 17.506571]",1704593210434,False,0.3849129999980505
256,128,256,4,4,0,0,0,0,"(4, 2, 0, 1, 3)",hpclab63.idi.ntnu.no,411.920033,"[413.499703, 412.213059, 412.234319, 412.07544, 412.13199, 411.461638, 410.240022, 410.059674, 410.296621, 410.276992, 416.704276, 412.266228, 411.751293, 411.707775, 411.950012, 416.831263, 412.142289, 411.920033, 411.764905, 411.894773, 414.551861, 409.859847, 409.936686, 409.988215, 409.667099]",1704593231393,True,9.219905000001745
