chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
32,16,2,8,2,2,1,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,8.152650000000001,"[9.014166, 8.446989, 8.275578, 8.19673, 8.188189, 8.183329, 8.107519, 8.0851, 8.051059, 8.0391]",1702756638044,True,0.21836029999976744
16,8,8,128,6,1,0,0,0,"(1, 3, 2, 0, 4)",hpclab62.idi.ntnu.no,19.7442095,"[19.85866, 19.52609, 19.64829, 19.64474, 19.69031, 19.708621, 19.81426, 19.874459, 19.62215, 19.68898]",1702756639666,True,0.4625782999999501
128,4,16,16,2,1,1,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,7.783751,"[8.293698, 7.80966, 7.801901, 7.790069, 7.79208, 7.802311, 7.77345, 7.78454, 7.779451, 7.777791]",1702756640657,True,0.2073119000000588
1024,2,4,128,8,1,0,0,0,"(3, 0, 2, 1, 4)",hpclab62.idi.ntnu.no,10.3720145,"[10.280763, 10.179155, 10.364632, 10.360935, 10.360783, 10.383364, 10.360734, 10.369503, 10.363955, 10.368052]",1702756641806,True,0.2458918000000267
8,16,16,4,2,0,1,1,0,"(3, 2, 0, 1, 4)",hpclab62.idi.ntnu.no,78.4998665,"[78.247862, 78.156313, 78.738851, 78.667151, 78.428962, 78.263602, 78.401932, 78.329911, 78.445882, 78.351812]",1702756646343,True,1.845337599999766
128,4,16,1,8,0,1,1,0,"(2, 0, 3, 1, 4)",hpclab62.idi.ntnu.no,4.655169000000001,"[4.981238, 4.743928, 4.675757, 4.640908, 4.641469, 4.648529, 4.686698, 4.676758, 4.678428, 4.638509]",1702756647186,True,0.15288209999998797
512,2,16,256,12,2,1,0,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,7.0918725,"[9.494334, 6.623794, 6.618904, 6.583862, 7.687232, 6.606453, 9.493945, 7.587991, 7.689631, 7.52498]",1702756648152,True,0.20440989999988232
64,16,8,32,12,0,1,0,0,"(0, 3, 1, 2, 4)",hpclab62.idi.ntnu.no,1.7341959999999998,"[2.251964, 1.757806, 1.676196, 1.659336, 1.611035, 1.614506, 1.645606, 1.597756, 1.607196, 1.650586]",1702756648869,True,0.05898300000008021
1024,2,8,128,4,1,1,1,0,"(2, 1, 3, 0, 4)",hpclab62.idi.ntnu.no,19.7054055,"[19.842089, 19.71691, 19.674461, 19.70471, 19.65165, 19.68167, 19.67949, 19.67852, 19.694191, 19.71701]",1702756650503,True,0.48770980000008424
4,8,8,4,6,1,1,0,0,"(3, 1, 2, 0, 4)",hpclab63.idi.ntnu.no,39.235087,"[39.328192, 38.917217, 39.256751, 39.265673, 39.170893, 39.310411, 39.076004, 39.193313, 39.280701, 39.213423]",1702756607072,True,0.9008949000000029
4,16,4,256,12,0,1,1,0,"(1, 3, 2, 0, 4)",hpclab63.idi.ntnu.no,39.9371135,"[39.782056, 39.974173, 39.706857, 40.042093, 39.746456, 39.976554, 39.945554, 40.013563, 39.847745, 40.30756]",1702756609676,True,0.9206021000000874
2,2,4,64,12,1,1,1,0,"(2, 1, 3, 0, 4)",hpclab63.idi.ntnu.no,9.6593675,"[9.555119, 9.815566, 9.520809, 9.694026, 9.535688, 9.645028, 9.715627, 9.614888, 9.741366, 9.750036]",1702756610777,True,0.22589770000004136
1024,32,16,64,6,0,0,1,0,"(3, 0, 2, 1, 4)",hpclab63.idi.ntnu.no,44.929051,"[44.887507, 44.825798, 44.926016, 44.932086, 44.942195, 44.968575, 44.937117, 44.938594, 44.890256, 44.887046]",1702756613653,True,1.0571641999999883
32,16,32,16,14,1,1,0,0,"(3, 0, 1, 2, 4)",hpclab63.idi.ntnu.no,76.99587249999999,"[76.930853, 77.175149, 77.060962, 76.812503, 77.192889, 77.020432, 76.899584, 77.09529, 77.335527, 77.273818]",1702756618126,True,1.7709914000000935
64,16,8,4,16,1,1,1,0,"(0, 3, 2, 1, 4)",hpclab63.idi.ntnu.no,1.691545,"[2.296583, 1.805048, 1.728909, 1.68718, 1.69309, 1.69, 1.66194, 1.66633, 1.72125, 1.667511]",1702756618839,True,0.07984210000013263
4,32,4,16,12,1,1,1,0,"(3, 2, 1, 0, 4)",hpclab63.idi.ntnu.no,79.35557399999999,"[79.402754, 79.074927, 79.115196, 78.914171, 79.994246, 78.944778, 79.335905, 79.858968, 79.71981, 79.504002]",1702756623419,True,1.826222400000006
4,8,2,4,8,2,1,0,0,"(3, 0, 1, 2, 4)",hpclab63.idi.ntnu.no,9.7135915,"[9.798505, 9.588288, 9.728756, 9.718487, 9.838465, 9.682417, 9.812965, 9.563778, 9.750467, 9.727257]",1702756624511,True,0.22682239999994636
256,2,8,1,14,0,0,1,0,"(2, 1, 0, 3, 4)",hpclab63.idi.ntnu.no,7.2368055,"[8.867956, 7.616331, 7.440262, 7.274085, 7.199526, 7.161476, 7.280906, 7.073297, 7.037378, 7.151117]",1702756625475,True,0.2497887000001356
4,16,32,8,14,2,1,0,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,16.926582500000002,"[16.855884, 17.1163, 17.042071, 17.516006, 16.862172, 17.104091, 16.972901, 16.870833, 17.161769, 16.984133]",1702756626901,True,0.5089915999998993
32,32,8,64,10,1,1,0,0,"(0, 3, 2, 1, 4)",hpclab19.idi.ntnu.no,1.4941019999999998,"[2.167342, 1.675502, 1.521712, 1.496051, 1.478091, 1.485791, 1.473902, 1.479292, 1.480851, 1.471981]",1702756651206,True,0.06901339999967604
512,32,16,64,14,0,1,1,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,5.099125,"[5.502816, 5.145935, 5.114104, 5.138496, 5.135535, 5.099994, 5.090875, 5.105934, 5.122685, 5.106975]",1702756652092,True,0.1745804999998654
64,32,8,32,4,2,0,1,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,19.8695035,"[19.878208, 19.944978, 19.818679, 19.833598, 19.855928, 19.826279, 19.890588, 20.056028, 19.85847, 19.984908]",1702756653719,True,0.5006271999998717
1024,16,2,1,10,0,0,1,0,"(3, 2, 1, 0, 4)",hpclab19.idi.ntnu.no,5.0908645,"[5.168944, 5.017864, 4.992925, 5.176935, 5.185214, 4.999645, 4.994904, 5.179895, 5.193546, 4.991654]",1702756654605,True,0.12748670000000856
256,8,2,128,16,1,1,0,0,"(3, 1, 2, 0, 4)",hpclab19.idi.ntnu.no,5.069035,"[5.035424, 4.923556, 4.942434, 4.928485, 4.912843, 4.922246, 4.923864, 4.918155, 4.927365, 4.920634]",1702756655487,True,0.12450229999994918
1024,4,32,4,6,1,0,0,0,"(1, 2, 0, 3, 4)",hpclab19.idi.ntnu.no,8.0170925,"[9.58519, 8.379217, 8.089657, 7.987418, 7.977057, 7.963898, 7.949977, 7.936357, 7.977748, 7.979237]",1702756656494,True,0.2472375999997894
64,4,32,64,10,0,1,1,0,"(3, 1, 0, 2, 4)",hpclab19.idi.ntnu.no,77.290797,"[77.13178, 77.354423, 76.970922, 77.149741, 77.374852, 77.159042, 77.402042, 77.593072, 77.227171, 77.632552]",1702756660993,True,1.8253970000001574
128,16,2,2,6,0,0,0,0,"(2, 3, 1, 0, 4)",hpclab19.idi.ntnu.no,5.16788,"[5.157494, 5.269306, 5.033184, 5.206335, 5.209806, 5.119084, 5.303905, 5.288776, 5.037263, 5.108995]",1702756661886,True,0.12589680000019143
512,8,2,64,10,0,1,0,0,"(0, 2, 1, 3, 4)",hpclab19.idi.ntnu.no,3.059473,"[3.456754, 3.001522, 3.000593, 2.727793, 2.683562, 2.711973, 2.681333, 2.530862, 2.581272, 2.538022]",1702756662640,True,0.10500560000000406
4,16,2,256,14,2,0,0,0,"(0, 3, 1, 2, 4)",hpclab19.idi.ntnu.no,5.829291,"[6.355226, 5.869666, 5.575375, 6.098635, 5.564606, 5.555886, 5.808785, 6.102685, 5.862485, 6.110696]",1702756663548,True,0.23558049999992364
256,16,4,2,12,0,1,0,0,"(0, 3, 1, 2, 4)",hpclab61.idi.ntnu.no,1.5161665,"[2.589502, 1.742791, 1.561041, 1.551542, 1.512632, 1.519701, 1.448561, 1.429851, 1.439041, 1.453531]",1702756651220,True,0.07446669999990263
256,32,16,256,8,1,1,1,0,"(0, 2, 1, 3, 4)",hpclab61.idi.ntnu.no,4.799234,"[5.469274, 4.905824, 4.712443, 4.694536, 4.706253, 4.734523, 4.725214, 4.688503, 4.672745, 4.679424]",1702756652067,True,0.15705359999992652
1024,8,32,32,14,0,1,1,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,8.555783,"[8.758258, 8.606476, 8.580287, 8.464028, 8.547026, 8.561306, 8.548728, 8.532186, 8.554897, 8.565897]",1702756653130,True,0.3132070999999996
64,4,16,128,16,2,1,0,0,"(3, 1, 0, 2, 4)",hpclab61.idi.ntnu.no,40.0275365,"[40.166482, 40.082421, 40.034102, 39.944352, 40.053621, 39.924562, 40.095092, 40.007401, 39.934862, 40.071872]",1702756655762,True,1.1323221999999078
64,32,8,32,8,1,0,0,0,"(2, 3, 1, 0, 4)",hpclab61.idi.ntnu.no,17.8013485,"[18.004924, 17.794324, 17.733024, 19.259075, 18.164095, 17.831895, 17.777052, 17.839674, 17.748335, 17.813784]",1702756657285,True,0.5300048999997671
256,32,8,16,6,2,1,0,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,4.623103499999999,"[4.795523, 4.617314, 4.630553, 4.539463, 4.616425, 4.527144, 4.532053, 4.748563, 4.597904, 4.755355]",1702756658130,True,0.15148450000051525
4,32,4,128,12,0,1,1,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,10.5593335,"[10.593188, 10.520719, 10.858768, 10.754029, 10.518958, 10.463299, 10.451958, 10.698989, 10.559828, 10.435608]",1702756659274,True,0.4617742000002181
2,16,4,32,12,1,0,1,0,"(2, 1, 0, 3, 4)",hpclab61.idi.ntnu.no,14.900931,"[16.390073, 14.931353, 14.85573, 14.880383, 14.890402, 14.852001, 14.921203, 14.906702, 14.896321, 14.898302]",1702756660623,True,0.6886531000003743
4,8,4,64,4,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,4.147773,"[4.400294, 4.141824, 4.162833, 4.102673, 4.117383, 4.118113, 4.142945, 4.153913, 4.129153, 4.123133]",1702756661471,True,0.15549430000028225
128,8,16,128,8,0,0,1,0,"(2, 3, 0, 1, 4)",hpclab61.idi.ntnu.no,38.9592055,"[39.124, 39.154391, 38.731672, 39.28304, 38.942331, 38.725931, 39.03314, 38.759542, 38.744571, 38.715789]",1702756664051,True,1.0792531999999482
128,8,2,4,14,0,0,0,0,"(0, 2, 1, 3, 4)",hpclab62.idi.ntnu.no,1.983605,"[3.171192, 2.414704, 2.136545, 2.025085, 2.017466, 1.969296, 1.942586, 1.933705, 1.920124, 1.919924]",1702756651220,True,0.08583849999995437
64,8,2,8,8,0,0,1,0,"(2, 3, 0, 1, 4)",hpclab62.idi.ntnu.no,5.0870365,"[5.118758, 5.305037, 5.106115, 5.032668, 5.114377, 5.176637, 4.953497, 5.304976, 4.923468, 4.962838]",1702756652109,True,0.12488969999976689
64,8,16,4,10,1,1,1,0,"(3, 2, 0, 1, 4)",hpclab62.idi.ntnu.no,38.277989000000005,"[38.266682, 38.783113, 38.150012, 38.247574, 38.555543, 38.284933, 38.150104, 38.425652, 38.286854, 38.145472]",1702756654656,True,0.8890988999999536
64,16,16,64,12,0,1,0,0,"(1, 2, 3, 0, 4)",hpclab62.idi.ntnu.no,38.0460235,"[37.805505, 38.057314, 38.150223, 38.040853, 38.011745, 38.032563, 38.088955, 38.215242, 38.089913, 37.941745]",1702756657191,True,0.881717099999878
1024,2,16,8,2,1,1,0,0,"(1, 2, 0, 3, 4)",hpclab62.idi.ntnu.no,12.4141385,"[15.859139, 14.047945, 13.004296, 12.641069, 12.455058, 12.334049, 12.294048, 12.432469, 12.229579, 12.167721]",1702756658432,True,0.32098709999991115
16,2,4,128,10,2,0,0,0,"(2, 1, 3, 0, 4)",hpclab62.idi.ntnu.no,9.925035,"[9.947904, 10.052855, 9.770295, 10.055966, 9.745015, 9.939854, 9.743376, 9.935014, 9.814966, 9.943804]",1702756659560,True,0.23414009999978588
1024,4,4,1,16,2,0,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,6.7701035,"[7.338911, 6.688234, 6.759463, 6.806133, 6.686172, 6.731813, 6.970923, 6.879423, 6.691292, 6.665364]",1702756660497,True,0.23878920000024664
1024,2,16,16,4,0,0,0,0,"(0, 3, 2, 1, 4)",hpclab62.idi.ntnu.no,5.0524375,"[5.367897, 5.163456, 5.047087, 5.072717, 5.065758, 5.028727, 5.002148, 5.015496, 5.014347, 5.057788]",1702756661399,True,0.1708743000002869
1024,2,4,128,14,2,1,1,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,5.143052,"[5.442545, 5.167847, 5.169207, 5.107188, 5.476625, 5.127097, 5.178557, 5.110147, 5.106948, 5.451665]",1702756662260,True,0.1443788000004133
1024,2,2,4,14,0,1,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,6.521424,"[7.154542, 6.672293, 6.611453, 6.582803, 6.500524, 6.540404, 6.501772, 6.481724, 6.502444, 6.487664]",1702756663180,True,0.24282339999990654
8,4,4,64,16,1,0,0,0,"(2, 3, 0, 1, 4)",hpclab63.idi.ntnu.no,9.544724,"[9.40476, 10.571957, 9.501129, 9.632198, 9.42761, 11.357858, 11.297409, 9.520309, 9.557649, 9.611628]",1702756651629,True,0.234929000000011
2,16,8,32,2,2,0,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,56.398512,"[56.565919, 56.478101, 56.768676, 56.026987, 56.172654, 56.460311, 56.336713, 56.076155, 56.654228, 56.135804]",1702756655063,True,1.349930200000017
2,16,32,256,6,1,0,0,0,"(1, 3, 2, 0, 4)",hpclab63.idi.ntnu.no,625.7205025,"[624.326135, 628.431747, 626.560678, 626.024054, 627.595615, 623.626153, 623.81825, 623.581143, 624.936947, 626.696597]",1702756686984,True,14.003597100000116
32,32,8,2,6,0,1,0,0,"(3, 1, 2, 0, 4)",hpclab63.idi.ntnu.no,19.7668345,"[19.922348, 19.946067, 19.813118, 19.721219, 19.7479, 19.69564, 19.703579, 19.676882, 19.653391, 19.66221]",1702756688582,True,0.44985470000010536
16,2,2,8,4,2,0,0,0,"(1, 3, 0, 2, 4)",hpclab63.idi.ntnu.no,4.883428,"[5.012052, 5.042942, 4.99313, 4.898563, 5.05499, 5.059131, 4.853414, 4.906912, 5.081371, 5.05498]",1702756689466,True,0.11717989999997372
4,16,4,128,12,1,1,0,0,"(2, 0, 1, 3, 4)",hpclab63.idi.ntnu.no,7.486902499999999,"[9.55449, 7.517652, 7.475472, 7.461684, 7.445733, 7.446373, 7.455634, 7.471032, 7.424874, 7.476173]",1702756690440,True,0.31101140000009764
2,4,16,1,6,0,1,0,0,"(2, 0, 3, 1, 4)",hpclab63.idi.ntnu.no,10.753879,"[14.916516, 12.083639, 10.974582, 10.812874, 10.766924, 10.715975, 10.702425, 10.739755, 10.617426, 10.485109]",1702756691610,True,0.3674890000000232
4,2,16,64,16,1,1,1,0,"(2, 0, 1, 3, 4)",hpclab63.idi.ntnu.no,1.498733,"[2.708038, 1.612841, 1.508623, 1.496653, 1.518433, 1.491493, 1.497003, 1.486722, 1.492082, 1.504643]",1702756692288,True,0.06268299999992451
2,4,8,64,6,2,0,0,0,"(3, 1, 0, 2, 4)",hpclab63.idi.ntnu.no,37.0504575,"[37.090638, 36.9069, 37.035098, 36.912489, 37.007528, 37.400573, 37.335504, 37.167446, 36.90609, 36.917329]",1702756694757,True,0.8267531999999846
4,2,2,128,10,0,0,1,0,"(1, 3, 2, 0, 4)",hpclab63.idi.ntnu.no,4.9567875,"[4.999713, 4.953502, 5.10794, 5.133331, 4.949342, 4.984113, 5.228349, 5.139271, 4.922173, 4.895712]",1702756695637,True,0.11626599999999598
32,32,2,1,10,0,1,1,0,"(2, 3, 1, 0, 4)",hpclab19.idi.ntnu.no,4.998895,"[4.977185, 5.055945, 5.060124, 4.882135, 4.854085, 5.049114, 5.020605, 4.845185, 4.849104, 5.070245]",1702756696515,True,0.12230810000000929
8,2,16,16,2,1,0,1,0,"(1, 2, 0, 3, 4)",hpclab19.idi.ntnu.no,10.456465,"[14.070693, 12.06963, 11.54102, 10.86785, 10.37213, 10.021089, 9.949789, 9.946629, 9.889629, 9.97692]",1702756697654,True,0.27328299999971933
64,8,2,256,14,1,1,1,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,2.8623385,"[3.856134, 2.884892, 2.876793, 2.852283, 2.846542, 2.861654, 2.856202, 2.887432, 2.865142, 2.843774]",1702756698403,True,0.12004850000012084
4,16,8,256,8,2,0,1,0,"(3, 1, 0, 2, 4)",hpclab19.idi.ntnu.no,76.085141,"[76.647062, 76.132431, 75.34612, 75.58294, 76.285991, 76.037851, 76.02964, 76.848732, 76.451381, 75.39065]",1702756702829,True,1.7750760999999329
32,8,4,32,12,2,0,0,0,"(2, 1, 0, 3, 4)",hpclab19.idi.ntnu.no,5.12157,"[6.510795, 5.091815, 4.982064, 5.004065, 5.008895, 4.970024, 5.034895, 4.957754, 5.037535, 5.207425]",1702756703683,True,0.16770070000020496
128,2,8,32,14,1,1,0,0,"(3, 2, 1, 0, 4)",hpclab19.idi.ntnu.no,20.071479,"[21.65026, 20.031188, 20.01723, 19.941318, 20.13511, 20.121168, 19.914278, 20.16436, 20.156178, 20.005208]",1702756705320,True,0.5024459000000207
2,4,4,32,4,0,0,1,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,6.5445205,"[7.481157, 6.497635, 6.531647, 6.566726, 6.546135, 6.526476, 6.581126, 6.708027, 6.614166, 6.619716]",1702756706246,True,0.22675830000007408
512,32,4,128,14,0,1,1,0,"(1, 2, 3, 0, 4)",hpclab19.idi.ntnu.no,9.9013645,"[9.968999, 10.025489, 9.827158, 10.065199, 9.830039, 9.83371, 9.998269, 10.019509, 9.925699, 10.040579]",1702756707376,True,0.2376509999998234
8,2,2,8,10,1,1,1,0,"(0, 2, 3, 1, 4)",hpclab19.idi.ntnu.no,1.876402,"[2.582922, 2.101892, 1.955832, 1.896402, 1.883071, 1.842762, 1.829601, 1.810321, 1.809551, 1.797013]",1702756708090,True,0.07301569999981439
32,2,8,256,10,2,1,0,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,20.2030285,"[20.083109, 20.223338, 20.252339, 20.230029, 20.133189, 20.108378, 20.17001, 20.228008, 20.193678, 20.23189]",1702756709732,True,0.47137760000005074
2,8,16,1,2,2,1,1,0,"(3, 0, 2, 1, 4)",hpclab61.idi.ntnu.no,152.7282855,"[152.644442, 153.193322, 151.347319, 151.556091, 152.481152, 153.881741, 151.602491, 151.739831, 152.06186, 153.092682]",1702756703885,True,3.8983396000003268
8,32,32,1,10,2,1,1,0,"(1, 2, 3, 0, 4)",hpclab61.idi.ntnu.no,321.5481805,"[323.128466, 320.893964, 321.334246, 319.161033, 323.989809, 321.354296, 321.988715, 321.291815, 321.030047, 325.359658]",1702756720583,True,8.271294599999965
128,4,32,2,6,0,0,0,0,"(1, 3, 2, 0, 4)",hpclab61.idi.ntnu.no,77.46474649999999,"[77.323603, 77.30488, 77.394423, 77.224541, 77.591201, 77.359372, 77.492081, 77.689173, 77.333731, 77.549372]",1702756725093,True,2.002757399999973
16,16,16,8,2,1,0,1,0,"(2, 3, 0, 1, 4)",hpclab61.idi.ntnu.no,35.654523,"[35.881508, 35.623229, 35.902947, 35.600609, 35.535558, 35.449249, 35.747739, 36.025677, 35.521979, 35.685817]",1702756727498,True,0.9232325999997556
2,8,16,128,8,1,0,1,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,152.54267149999998,"[151.823891, 152.20824, 152.812752, 152.272591, 153.978042, 152.024111, 153.184111, 151.532461, 153.692563, 153.795373]",1702756735733,True,3.9024165999995604
64,32,2,128,14,1,1,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,1.622106,"[2.797632, 2.235142, 1.803362, 1.593542, 1.522371, 1.474911, 1.399501, 1.398781, 1.419191, 1.399001]",1702756736453,True,0.07745409999988624
16,4,2,32,12,1,0,0,0,"(1, 2, 3, 0, 4)",hpclab61.idi.ntnu.no,4.834019,"[5.022184, 4.819844, 4.824203, 4.813354, 4.893645, 4.845414, 4.831753, 4.851043, 4.843394, 4.848874]",1702756737321,True,0.14561780000076396
128,16,8,128,2,1,0,1,0,"(2, 3, 0, 1, 4)",hpclab61.idi.ntnu.no,20.1168765,"[20.220635, 20.061836, 20.075846, 20.212006, 20.004286, 20.134246, 20.143106, 20.115506, 20.180047, 20.110446]",1702756738952,True,0.5251453000004404
4,32,16,64,16,1,0,0,0,"(0, 3, 2, 1, 4)",hpclab61.idi.ntnu.no,15.7991375,"[15.751953, 15.812813, 15.815731, 15.945804, 15.850293, 15.767832, 15.741831, 15.750633, 15.748774, 15.752801]",1702756740357,True,0.7366760999997496
8,4,2,32,14,0,1,0,0,"(2, 3, 0, 1, 4)",hpclab61.idi.ntnu.no,7.487550499999999,"[7.527415, 7.496747, 7.500906, 7.496365, 7.451677, 7.458116, 7.498295, 7.446877, 7.484986, 7.472355]",1702756741359,True,0.2247534000001906
64,4,4,16,6,2,0,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,4.622694,"[5.555344, 4.840178, 4.694398, 4.623899, 4.612818, 4.626737, 4.619379, 4.589719, 4.610789, 4.621489]",1702756696478,True,0.14525910000011208
4,32,32,2,14,1,1,0,0,"(0, 3, 1, 2, 4)",hpclab62.idi.ntnu.no,84.4361955,"[84.244316, 84.222558, 84.261535, 84.464607, 84.208536, 84.567067, 84.416505, 84.510487, 84.036686, 84.533667]",1702756701313,True,2.9610544999999546
64,32,4,16,6,2,0,0,0,"(3, 2, 1, 0, 4)",hpclab62.idi.ntnu.no,9.9134255,"[9.946554, 9.989025, 9.829115, 9.930834, 9.842736, 10.001073, 9.845266, 9.877565, 9.898185, 9.928666]",1702756702436,True,0.22973359999996318
512,16,8,256,16,0,1,0,0,"(3, 0, 2, 1, 4)",hpclab62.idi.ntnu.no,22.953052,"[22.866953, 22.758083, 22.959932, 22.953972, 22.970662, 22.963932, 22.954372, 22.948662, 22.972361, 22.961862]",1702756704212,True,0.5399423999999271
8,16,32,4,10,0,1,0,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,11.472082,"[11.666131, 11.53281, 11.496871, 11.476701, 11.404291, 11.464761, 11.69571, 11.500051, 11.63055, 11.466982]",1702756705407,True,0.4150359000002936
16,8,16,2,16,2,0,1,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,4.3906645,"[4.451208, 4.370859, 4.394079, 4.391849, 4.498569, 4.484797, 4.477589, 4.416289, 4.434609, 4.456049]",1702756706258,True,0.14585130000014032
2,16,32,8,10,2,1,0,0,"(2, 1, 0, 3, 4)",hpclab62.idi.ntnu.no,37.646891,"[38.820101, 37.833853, 38.693863, 38.503362, 37.653206, 38.165113, 37.905836, 38.023013, 36.00607, 36.910317]",1702756708730,True,1.14150899999986
128,2,8,64,4,2,0,1,0,"(1, 3, 2, 0, 4)",hpclab62.idi.ntnu.no,19.65121,"[19.764941, 19.59387, 19.64898, 19.64072, 19.59049, 19.634391, 19.601841, 19.726659, 19.54063, 19.56007]",1702756710352,True,0.48892879999984873
64,8,16,8,8,0,1,1,0,"(2, 1, 3, 0, 4)",hpclab62.idi.ntnu.no,37.967884,"[37.931983, 38.085245, 37.981323, 37.972875, 37.783403, 38.029174, 37.821995, 37.797954, 38.043384, 37.945953]",1702756712881,True,0.8763111999996909
64,8,32,256,16,2,1,0,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,5.233312,"[5.957545, 5.234817, 5.385117, 5.295786, 5.289927, 5.396016, 5.089778, 5.142416, 5.280916, 5.104368]",1702756713741,True,0.17389540000003761
256,32,32,1,2,1,0,1,0,"(3, 2, 0, 1, 4)",hpclab63.idi.ntnu.no,76.36221950000001,"[76.420239, 76.37785, 76.389739, 76.29448, 76.275781, 76.223711, 76.32609, 76.365949, 76.32727, 76.36123]",1702756700090,True,1.7099092000000382
1024,4,2,128,8,0,0,0,0,"(3, 2, 0, 1, 4)",hpclab63.idi.ntnu.no,5.4325925,"[5.516456, 5.428476, 5.625185, 5.427076, 5.789704, 5.636723, 5.439707, 5.722592, 5.445977, 5.612583]",1702756700994,True,0.1340049000000363
2,4,4,1,10,0,0,0,0,"(2, 1, 0, 3, 4)",hpclab63.idi.ntnu.no,7.7509845,"[9.32874, 8.091667, 7.911547, 7.794958, 7.737041, 7.68569, 7.67522, 7.631882, 7.640551, 7.61443]",1702756701974,True,0.2818015999999261
32,8,2,128,8,2,1,1,0,"(3, 1, 2, 0, 4)",hpclab63.idi.ntnu.no,4.9357085000000005,"[5.038181, 4.924343, 4.935123, 4.941831, 4.933623, 4.920501, 4.924353, 4.940992, 4.932202, 4.914604]",1702756702849,True,0.12156049999994138
32,16,32,1,12,2,0,0,0,"(3, 1, 2, 0, 4)",hpclab63.idi.ntnu.no,77.5597455,"[77.325938, 77.611014, 78.374146, 77.797653, 77.727024, 78.224218, 77.546526, 77.684274, 77.749743, 77.524946]",1702756707354,True,1.7560767999999372
16,4,32,8,6,1,1,1,0,"(1, 3, 2, 0, 4)",hpclab63.idi.ntnu.no,77.3854175,"[77.22234, 77.320559, 77.005493, 77.110431, 78.169538, 77.842112, 77.675815, 77.310929, 77.18628, 77.854052]",1702756711868,True,1.7359866000000692
1024,16,2,8,10,2,1,0,0,"(0, 2, 1, 3, 4)",hpclab63.idi.ntnu.no,2.905731,"[3.268773, 2.987845, 2.790327, 2.596809, 2.525011, 2.522421, 2.56251, 2.544079, 2.375662, 2.852277]",1702756712614,True,0.09931440000000294
256,32,2,4,4,2,1,1,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,2.9675355000000003,"[3.526979, 3.077545, 2.991376, 2.936605, 2.970016, 2.952356, 2.952916, 2.953395, 2.965055, 2.985735]",1702756713396,True,0.09391300000006594
32,16,8,1,14,1,1,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,1.7207045,"[2.755418, 1.894968, 1.72677, 1.723271, 1.716559, 1.72817, 1.72682, 1.706881, 1.71655, 1.691671]",1702756714089,True,0.07572239999990416
128,2,4,256,10,1,1,1,0,"(1, 3, 2, 0, 4)",hpclab63.idi.ntnu.no,9.9508785,"[9.889264, 9.780806, 9.965803, 9.767587, 9.964273, 9.985803, 9.968433, 9.977434, 9.982625, 9.991133]",1702756715220,True,0.23067050000008749
128,8,32,8,8,2,0,0,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,5.184235,"[6.871497, 5.818656, 5.170244, 5.126065, 5.139615, 5.336215, 4.821895, 5.268545, 5.041774, 5.419246]",1702756742221,True,0.16101309999976365
128,8,16,8,8,0,0,0,0,"(1, 2, 0, 3, 4)",hpclab19.idi.ntnu.no,5.580610500000001,"[7.673087, 6.638667, 6.123146, 5.942755, 5.949535, 5.886626, 5.858476, 5.860746, 5.876375, 5.823566]",1702756743113,True,0.19614000000001397
2,8,16,16,6,0,1,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,11.9639615,"[12.18165, 11.906342, 11.933401, 11.91152, 11.961192, 11.919291, 11.844602, 11.92741, 11.930692, 11.878161]",1702756744364,True,0.4509029000000737
