chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
4,8,16,4,8,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,268.3057185
256,128,256,8,8,1,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,64.9651075
256,4,2,32,11,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,7.519503
8,64,64,4,7,2,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,107.4513135
4,128,256,2,4,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,2512.929971
32,16,8,4,11,1,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,48.090382
16,2,16,4,11,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,139.8996775
4,16,2,32,19,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,20.973149
256,256,2,8,9,1,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,2.906793
4,16,32,4,15,2,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,153.794795
2,128,32,4,5,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,495.96513849999997
64,32,4,8,9,0,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,13.5107965
16,2,4,8,12,0,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,21.3271805
64,256,8,4,13,2,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,46.599556
4,32,4,4,5,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,124.896029
16,2,8,16,8,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,186.298406
8,8,2,32,6,2,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,67.115235
16,4,2,2,8,0,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,65.05813649999999
16,64,16,1,13,0,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,234.908527
256,64,2,8,7,2,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,5.6808265
16,128,16,32,10,0,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,93.56381099999999
32,2,2,32,11,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,48.230984
128,16,8,32,9,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,8.6704165
128,256,32,1,3,0,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,97.18995050000001
4,2,32,8,18,2,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1924.2914719999999
128,4,32,16,6,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,21.7807715
8,16,16,1,14,2,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,94.13812100000001
32,4,2,32,16,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,43.108425999999994
128,32,4,2,20,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,20.3504275
8,128,2,1,18,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,41.58171900000001
8,32,2,16,12,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,52.3392315
32,256,2,32,9,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,72.48826700000001
128,32,32,32,14,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,3.231036
256,2,16,16,4,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,3.7707065
32,64,128,1,3,0,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,436.1093885
4,2,2,8,18,0,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,394.872438
8,2,128,32,11,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,408.0901675
64,8,8,2,13,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,10.719516
16,64,2,2,2,0,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,150.08989
256,256,2,16,5,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,13.0333615
256,16,16,32,9,1,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,13.877655
8,8,64,32,14,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,217.55508550000002
32,128,32,4,9,1,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,47.043535000000006
256,32,32,8,14,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,2.624961
8,4,32,4,9,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1760.244473
16,2,16,16,14,0,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,22.352288
128,2,128,8,20,1,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,35.900155
16,256,128,1,12,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,108.6206335
2,2,256,2,10,1,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,167.1749865
128,128,128,2,3,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,25.5857405
64,16,8,1,12,0,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,13.7816405
4,32,16,32,10,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,158.78340550000001
8,64,64,2,6,2,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,834.9101095
4,4,256,1,12,2,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,326.14277749999997
2,8,32,16,4,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,2437.223092
16,8,8,1,12,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,86.689775
64,16,2,2,5,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,45.051306499999995
64,4,64,8,13,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,341.1099835
128,32,256,16,6,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,13.866194
32,4,64,2,20,2,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,43.213955
32,256,2,2,10,1,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,54.5480565
256,4,2,8,9,0,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,3.5529865
2,8,2,8,14,2,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,253.5542025
16,16,32,2,17,0,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,83.1584175
32,8,8,2,6,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,35.2596325
256,2,4,16,14,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,6.217097
4,128,32,2,16,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,69.493406
64,8,2,1,6,1,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,34.935812999999996
16,8,128,32,10,0,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,33.285236
8,32,4,4,20,1,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,96.10093599999999
8,2,128,16,5,1,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,163.279255
4,4,64,32,5,0,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,5720.622276
256,256,256,1,12,0,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,7.226929500000001
128,64,128,4,10,0,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,12.258250499999999
8,16,64,32,11,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,254.1213755
32,2,4,2,9,2,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,15.662161
32,2,32,32,18,2,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,18.170096
128,2,256,4,6,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,5.5183275
64,32,16,8,20,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,3.973001
256,8,2,4,5,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,3.930217
16,2,4,32,5,0,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,178.87203449999998
2,16,64,8,10,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,644.569388
64,16,64,32,18,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,13.751133
128,128,8,4,19,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3.2406565
4,8,2,16,7,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,382.036568
64,256,256,1,11,0,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,24.4317465
2,64,128,32,6,1,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,2447.3554475
32,256,128,16,8,0,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,39.600466499999996
64,32,32,2,14,1,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,130.8475275
16,32,2,2,14,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,33.126737
64,128,32,8,7,0,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,22.6513615
128,128,256,2,3,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,13.971743499999999
16,64,256,16,3,2,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,65.514577
128,32,64,2,17,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,13.3767085
32,2,256,8,6,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,243.9903915
4,128,128,1,13,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,894.0320005
2,16,16,1,14,2,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,647.6032805
256,2,64,2,2,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,78.75719000000001
64,128,64,32,11,0,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,25.234644000000003
16,2,128,2,17,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,100.604424
4,256,2,16,3,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,234.248396
64,64,64,1,5,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,27.6858225
2,16,8,16,8,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,362.9938245
16,64,64,16,11,0,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,59.6976125
8,128,256,32,6,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,444.2376415
8,64,2,16,8,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,105.7658005
8,32,64,8,16,1,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,214.975568
64,32,16,2,6,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,29.183059
128,64,64,8,14,0,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,12.5765745
256,32,64,32,19,1,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,7.259138
4,2,4,16,3,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,183.190754
32,16,128,8,14,1,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,102.13402049999999
4,64,4,8,7,0,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,595.950936
16,64,128,8,9,0,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,300.968023
8,4,4,8,19,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,16.953429
64,256,256,8,2,0,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,29.180982
128,8,16,16,4,2,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,52.597167
8,256,16,8,16,2,1,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,212.224514
2,128,128,16,8,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,647.698103
2,8,16,16,18,0,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,237.26438100000001
4,256,256,8,17,1,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,1358.276815
32,256,2,1,13,1,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,63.888743000000005
64,128,2,2,14,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,24.196952
16,4,32,2,16,0,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,142.31519250000002
16,32,128,4,2,0,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1864.437449
256,128,128,2,20,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,5.160356999999999
8,128,128,8,12,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,133.7840465
4,8,8,32,14,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,324.73308499999996
256,16,16,8,8,2,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,4.166612
2,4,8,4,6,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,2541.2580049999997
8,4,2,2,5,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,46.238258
128,8,2,4,6,2,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,6.7881675
4,2,128,32,2,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,1561.2429465
4,16,4,8,5,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,577.3501675
8,2,2,2,19,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,163.506396
64,128,16,2,16,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,13.306765500000001
256,128,128,8,3,0,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,7.345613500000001
2,4,16,16,11,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,387.649604
2,32,8,2,9,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1013.94889
16,64,8,2,6,0,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,49.4154915
8,8,256,2,3,0,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,2924.597524
256,256,8,8,15,0,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,5.201067
2,256,128,32,12,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,647.9503365
4,2,4,32,15,0,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,44.428224
64,4,2,1,15,2,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,6.9724284999999995
16,16,2,32,13,1,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,130.43081
256,16,256,32,15,0,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,164.251978
32,32,32,4,16,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,31.7697905
256,128,2,2,7,2,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,4.5232235
32,64,32,32,3,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,412.112386
2,128,2,32,16,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,34.9817885
64,8,8,32,7,2,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,22.594126
4,16,16,32,8,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1341.022631
2,2,128,1,3,0,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,4949.3545545
64,2,64,2,15,0,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,39.693139
128,4,4,8,3,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,53.1131625
16,32,4,2,11,0,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,47.830612
8,8,128,2,8,2,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,883.263
32,64,256,8,15,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,7.2747725
128,8,32,2,16,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,6.344042
64,8,4,8,8,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,10.348484
64,128,4,32,2,1,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,24.199956999999998
16,8,32,1,9,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,616.6521275
32,32,8,4,8,1,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,27.774182500000002
4,8,32,2,2,0,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,4816.5004725
256,4,4,32,13,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,3.2856899999999998
64,8,256,32,11,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,37.928873
32,8,2,4,9,0,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,38.5978305
16,2,32,2,19,1,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,23.1385745
2,2,128,4,4,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,31748.832276
2,2,8,16,3,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,1688.4666379999999
16,256,32,4,2,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,184.701223
